Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Trade Show & Conference,"Banking, Finance",CBAO Annual Convention,6 Aug 2019-8 Aug 2019,08:00 AM - 10:00 PM (6 Aug 2019)|09:00 AM - 07:30 PM (7 Aug 2019)|08:00 AM - 05:30 PM (8 Aug 2019),31 Jul-2 Aug 2018,Jul-Aug 2020,USA,Cleveland,Hilton Cleveland Downtown,300,70,https://www.cbao.com/convention,+1 614 610 1877,lsimeone@cbao.com,"Celebrating a Strong History and Birght Future

Now in its 45th year, our annual convention is a cornerstone for community banking. Our event is rich with actionable education sessions, entertaining networking events and a fun spirit with a strong sense of community. Banking professionals from Ohios community banks come together for great networking with content they can bring back to their institutions and a chance to explore new vendor opportunities through our trade show.

https://www.cbao.com/Convention/Event_Details/Convention/Event_Details.aspx?hkey=10770f43-81ca-474b-b24f-401aab9f9c61","Security Corporation,Lenderful Solutions,Edge One,Automated Systems, Inc. (ASI),Automated Business Machines,Birchwood Credit Services, Inc.,Meade & Associates, Inc.,Dan Toussant & Associates,CloudBnq,Ohio Legal Assistance Foundation, Inc.,ThinkCSC,Federal Reserve Bank of Cleveland,Arnett Carbis Toothman LLP,BrandPoint Design,Computer Services, Inc.,K4 Architecture + Design,United Bankers' Bank,Dixon, Davis, Bagent & Company,Equias Alliance, an NFP Company","Eligibility Criteria: Open to industry professionals
Fees: First Banker Attendee - $695/$995
Additional Banker Attendee/Spouse/Guest - $595/$895
1-day Banker Attendee - $450/$750
Annual Golf Outing - $169/$219
Attendee Registration","Sponsorship Fees: Packages vary from $1.500 to $15.000
Exhibitor Fees: CBAO Member - $1.495 (8x10 booth)
Non-Member - $1.950 (8x10 booth)
Exhibitor Registration",,https://www.youtube.com/channel/UCvht7rZdEhLDkMRc1MzPr9Q,https://www.facebook.com/theCBAO/,https://www.instagram.com/cbao1974,https://www.linkedin.com/company/138097/,https://twitter.com/CBAO1974
Conference,"Banking, Finance",Community Banking Day,15 May 2019,08:00 AM - 03:00 PM,16-May-18,May-20,USA,Columbus,The Ohio Statehouse,100,,https://www.cbao.com/CBAO/Events/Copy%20of%20Event_Display.aspx?EventKey=COMMDAY&WebsiteKey=7a842918-709a-46e4-841d-240c1e455ae6,+1 614 846 8124,cbao@cbao.com,"Issues Impacting the Community Banking Industry

Each year CBAO organizes Community Banking Day, a one-day event 100% dedicated to giving community bankers the opportunity to be heard by Ohios legislators. We coordinate meetings with the Ohio General Assembly and Division of Financial Institutions so community bankers can have one-on-one conversations with their districts representatives. This is your chance to give a first-hand account of the impacts of legislation and your recommendations for meaningful relief.

https://www.cbao.com/CBAO/Events/Copy%20of%20Event_Display.aspx?EventKey=COMMDAY&WebsiteKey=7a842918-709a-46e4-841d-240c1e455ae6",,"Eligibility Criteria: Open to industry professionals
Fees: Free",,,https://www.youtube.com/channel/UCvht7rZdEhLDkMRc1MzPr9Q,https://www.facebook.com/theCBAO,https://www.instagram.com/cbao1974,https://www.linkedin.com/company/138097/,https://twitter.com/CBAO1974
Conference,"Banking, Finance",National Lady Accountant Conference,6 Aug 2019-9 Aug 2019,08:00 AM - 05:00 PM,11-13 Jul 2018,Jul-Aug 2020,Kenya,Mombasa,Sarova Whitesands Beach Resort & Spa,,,https://www.icpak.com/event/the-3rd-national-lady-accountant-conference/,+254 719 074 000,icpak@icpak.com,"Synergizing for the Gender Agenda

Synergizing for the Gender Agenda is the third in a row of carefully panned seminars to attract and offer a platform for lady CPAs, CFOs, CEOs, Board Members, Political and Business Leaders to interact, network, learn, share experiences and build alliances to advance their growth and influence both at the work place and in society.

https://www.icpak.com/event/the-3rd-national-lady-accountant-conference/",,"Eligibility Criteria: Open to industry professionals
Fees: Associate Members/Accounting Trainees - KES 55.000
Kenyan based Members/ACCA Members and IFAC PAOs - KES 65.000
Non-member - KES 70.000
Attendee Registration","Sponsorship & exhibition opportunities available
Contact required for further information
rapheal.nguli@icpak.com",,,https://www.facebook.com/ICPAK-475586212492885/,,https://www.linkedin.com/company/icpak,https://twitter.com/icpak
Conference,"Banking, Finance",Resourcex Annual Priority Based Budgeting Summit,7 Aug 2019-9 Aug 2019,09:00 AM - 03:00 PM,8-10 Aug 2018,Aug-20,USA,Denver,The Curtis Hotel,,,https://www.resourcex.net/conference,,mseman@resourcex.net,"The Premier Event for PBB Innovators

Whether you are new to PBB, or advanced in the application of PBB data, the 2019 Summit will maximize your opportunities for sharing ideas and solutions to bring home and implement in your organization. Take a deep dive into OnlinePBB, the benefits of PBB and how to take your budget to the next level.

https://www.resourcex.net/conference",,"Eligibility Criteria: Open to industry professionals
Fees: $550
Attendee Registration",,,,https://www.facebook.com/ResourceXploration/,http://www.instagramcn.com/resourceexploration,https://www.linkedin.com/company/15144354?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A15144354%2Cidx%3A2-1-2%2CtarId%3A1485786945251%2Ctas%3AResourceX%20,https://twitter.com/_ResourceX
Conference,"Banking, Finance",CECLForum for Community Banks & Credit Unions San Francisco,18 Jul 2019,09:00 AM - 03:00 PM,,TBD,USA,San Francisco,Moody's Analytics,,,http://macecl2019.webflow.io/san-francisco-18-july,,patricia.froehlich@moodys.com,"Latest About the CECL Implementation Process, Best Practices from Peer Institutions and Opportunities

Senior risk and accounting professionals from credit unions and community banks are invited to join us for an agenda that will include a mix of presentations and networking opportunities around the nuts and bolts of implementing a CECL-ready ACL calculation process.

http://macecl2019.webflow.io/san-francisco-18-july",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration",,,,,,https://www.linkedin.com/company/moodysanalytics,https://twitter.com/MoodysAnalytics
Conference,"Banking, Finance",CECLForum for Community Banks & Credit Unions Dallas,25 Jul 2019,09:00 AM - 03:00 PM,,TBD,USA,Dallas,Renaissance Hotel,,,http://macecl2019.webflow.io/dallas-25-july,,patricia.froehlich@moodys.com,"Latest About the CECL Implementation Process, Best Practices from Peer Institutions and Opportunities

Senior risk and accounting professionals from credit unions and community banks are invited to join us for an agenda that will include a mix of presentations and networking opportunities around the nuts and bolts of implementing a CECL-ready ACL calculation process.

http://macecl2019.webflow.io/dallas-25-july",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration",,,,,,https://www.linkedin.com/company/moodysanalytics,https://twitter.com/MoodysAnalytics
Conference,"Banking, Finance",CECLForum for Community Banks & Credit Unions Boston,1 Aug 2019,09:00 AM - 03:00 PM,,TBD,USA,Boston,Sheraton Hotel,,,http://macecl2019.webflow.io/boston-1-august,,patricia.froehlich@moodys.com,"Latest About the CECL Implementation Process, Best Practices from Peer Institutions and Opportunities

Senior risk and accounting professionals from credit unions and community banks are invited to join us for an agenda that will include a mix of presentations and networking opportunities around the nuts and bolts of implementing a CECL-ready ACL calculation process.

http://macecl2019.webflow.io/boston-1-august",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attrendee Registration",,,,,,https://www.linkedin.com/company/moodysanalytics,https://twitter.com/MoodysAnalytics
Conference,"Banking, Finance",Moody's Annual Russia & CIS Summit,24 Oct 2019,09:00 AM - 06:00 PM,25-Oct-18,Oct-20,Russia,Moscow,Four Seasons,200,,https://events.moodys.io/events/russia-cis-summit,,emily.burgess@moodys.com,"Insights on What is Driving Russia's Resiliency and Potential Credit Risks

During a mix of insightful presentations and engaging discussions senior Moodys analysts with prominent market figures will highlight what is driving Russias resiliency and potential credit risks.

https://events.moodys.io/events/russia-cis-summit",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Larissa Galakova-Rothe
Larissa.Galakova-Rothe@moodys.com",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Inside ASEAN - Spotlight on Vietnam,28 Aug 2019,09:00 AM - 12:00 PM,11-Sep-18,Aug-Sep 2020,Vietnam,Hanoi,Sofitel Legend Metropole,100,,https://events.moodys.io/events/inside-asean-hanoi-2019,,clara.wang@moodys.com,"Get the Insight Behind Vietnam Credit

Join over 100 market participants to hear Moody's sovereign, corporate and banking analysts and guest speakers offer their insightful views on the market.

https://events.moodys.io/events/inside-asean-hanoi-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Inside LatAm Mexico,4 Sep 2019,08:30 AM - 02:05 PM,,Sep-20,Mexico,Mexico City,Hacienda de Los Morales,250,,https://events.moodys.io/events/inside-latam-mexico-summit-2019-english,,Shoshana.Tetroashvili@moodys.com,"Network with Top Moody's Analysts and Key Market Participants

Moody's Inside LatAm Series brings over 2,000 leading market participants together in 8 countries across the region. Our events provide critical insights, from the prospects of the local markets to the impact of emerging global issues on credit risk.

https://events.moodys.io/events/inside-latam-mexico-summit-2019-english",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Inside LatAm Brazil,24 Sep 2019,08:45 AM - 01:05 PM,25-Sep-18,Sep-20,Brazil,Sao Paulo,Hotel Pullman So Paulo Vila Olmpia,250,,https://events.moodys.io/events/inside-latam-brazil-conference-2019-english,,mirley.ribas@moodys.com,"Network with Top Moody's Analysts and Key Market Participants

Moody's Inside LatAm Series brings over 2,000 leading market participants together in 8 countries across the region. Our events provide critical insights, from the prospects of the local markets to the impact of emerging global issues on credit risk.

https://events.moodys.io/events/inside-latam-brazil-conference-2019-english",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Inside LatAm Argentina,26 Sep 2019,TBD,27-Sep-18,Sep-20,Argentina,Buenos Aires,Four Seasons,250,,https://events.moodys.io/events/inside-latam-argentina-conference-2019-english,,Shoshana.Tetroashvili@moodys.com,"Network with Top Moody's Analysts and Key Market Participants

Moody's Inside LatAm Series brings over 2,000 leading market participants together in 8 countries across the region. Our events provide critical insights, from the prospects of the local markets to the impact of emerging global issues on credit risk.

https://events.moodys.io/events/inside-latam-argentina-conference-2019-english",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Inside LatAm Peru,16 Oct 2019,TBD,,Oct-20,Peru,Lima,Westin Lima Hotel Convention Center,250,,https://events.moodys.io/events/inside-latam-peru-conference-2019-english,,Shoshana.Tetroashvili@moodys.com,"Network with Top Moody's Analysts and Key Market Participants

Moody's Inside LatAm Series brings over 2,000 leading market participants together in 8 countries across the region. Our events provide critical insights, from the prospects of the local markets to the impact of emerging global issues on credit risk.

https://events.moodys.io/events/inside-latam-peru-conference-2019-english",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",The Sub-Saharan Africa?Summit,10 Sep 2019,08:30 AM - 03:45 PM,13-Sep-18,Sep-20,South Africa,Johannesburg,,250,,https://events.moodys.io/events/sa-conference-2019,,Mirley.Ribas@moodys.com,"Look into South?Africa's?Credit?Landscape

Moody's Investors Service is pleased to announce the Inside Africa Summit to discuss South Africa's  prospects and challenges with over 250 senior investors, issuers and credit experts. Register for an interactive day to gain new insights into the region's fiscal challenges, growth and credit risks.

https://events.moodys.io/events/sa-conference-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",US CLO & Leveraged Loan Conference,10 Sep 2019,11:00 AM - 05:00 PM,06-Sep-18,Sep-20,USA,New York,New York Academy of Science,,,https://events.moodys.io/events/us-clo-lev-fin-2,,nazia.hussain@moodys.com,"Investors Face Adverse Landscape When the Economy Turns

The Annual US CLO and Leveraged Loan Conference provides a unique opportunity to gain insights into current credit trends and their implications from industry leaders and senior Moodys analysts from our Structured Finance and Corporate Finance groups.

https://events.moodys.io/events/us-clo-lev-fin-2",,"Eligibility Criteria:  Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Inside Middle East Saudi Arabia Conference,17 Sep 2019,08:30 AM - 04:00 PM,,Sep-20,Saudi Arabia,Riyadh,Crowne Plaza Riyadh RDC Hotel and Convention,250,,https://events.moodys.io/events/riyadh2019,,christopher.deridder@moodys.com,"How Will the Turn in the Credit Cycle Shape GCC Credits?

To mark the occasion of Moodys office opening in Riyadh, we are hosting an inaugural event to engage with you in person. At the event, senior analysts will highlight credit risks as the cycle turns, discuss regions credit narrative and get your questions answered.

https://events.moodys.io/events/riyadh2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Euro Area Briefing,17 Sep 2019,08:30 AM - 12:30 PM,19-Sep-18,Sep-20,France,Paris,Park Hyatt Paris Vendome,,,https://events.moodys.io/events/eab-paris,,veronica.libman@moodys.com,"Trade Tensions, Populism and a Late Cycle

Explore Europe's growth prospects with prominent market figures from the ECB and Italian Treasury, and cross-sector credit analysts. The briefing will gather senior investors and issuers for engaging discussions on the latest shifts in the region. Secure your seat to be a part of the conversation.

https://events.moodys.io/events/eab-paris",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further informaiton
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Moody's Annual Almaty Summit,18 Sep 2019,08:30 AM - 12:20 PM,26-Sep-18,Sep-20,Kazakhstan,Almaty,The Ritz-Carlton,250,,https://events.moodys.io/events/8th-annual-almaty-summit-2019,,,"Global Credit Trends, the Changing Macro Environment in Kazakhstan

This half-day conference will address Moodys perspectives on global credit trends, the changing macro environment in Kazakhstan and CIS, and include interactive sessions with Moodys analysts discussing credit risk on sovereign, banking and corporates.

https://events.moodys.io/events/8th-annual-almaty-summit-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Moody's Annual Poland & CEE Summit,26 Sep 2019,09:00 AM - 02:00 PM,27-Sep-18,Sep-20,Poland,Warsaw,InterContinental Warszawa,100,,https://events.moodys.io/events/inside-cee-warsaw-2019,+44 20 7772 1644,Larissa.Galakova-Rothe@moodys.com,"Rough Waters to Test Poland's Resiliency

Following oursuccessful event last year, we would like to invite you to our Poland & CEE Summit for engaging discussions on the regions growth prospects andchallenges.

https://events.moodys.io/events/inside-cee-warsaw-2019",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Larissa Galakova-Rothe
larissa.galakova-rothe@moodys.com",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Russian Banking Conference,10 Jul 2019,09:00 AM - 01:30 PM,06-Jun-18,Jun-Jul 2020,Russia,Moscow,InterContinental,,,https://events.moodys.io/events/russian-banking-conference,+44 20 7772 1644,Larissa.Galakova-Rothe@moodys.com,"Opportunity to Discuss, Debate and Meet with Moody's Senior Experts and Key Market Participants

The event will look at the key credit challenges currently faced by the banks, with a special focus on retail lending growth and corporate governance issues. We will also discuss the on-going and anticipated technological developments in the Russian banking sector.

https://events.moodys.io/events/russian-banking-conference",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Larissa Galakova-Rothe
larissa.galakova-rothe@moodys.com",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Climate Week Briefing,26 Sep 2019,09:00 AM - 12:15 PM,27-Sep-18,Sep-20,USA,New York,Moody's HQ,,,https://events.moodys.io/events/climate-week-2019,+1 212 553 5913,sandra.fung@moodys.com,"Gauging the Pace and Cost of Change of Carbon Transition

Moodys analysts for dynamic discussions on the future of carbon transition. This briefing will highlight affected industries, discuss how the risk is being transferred across asset classes and sectors, touch on commonly accepted carbon emission projections, and explore the recent developments in the green bond market.

https://events.moodys.io/events/climate-week-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Singapore Banking Summit,3 Oct 2019,09:00 AM - 12:20 PM,10-Oct-18,Oct-20,Singapore,,The Westin,150,,https://events.moodys.io/events/banking-singapore-2019,+65 6511 4411,clara.wang@moodys.com,"Changing Credit Cycle and Business Models

The Summit brings together senior investors, issuers and analysts to discuss regional banks profitability challenges and competitive landscape shifts. It will provide in-depth insight into the global and regional performance issues and their implications on credit.

https://events.moodys.io/events/banking-singapore-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further informaiton
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Moody's Islamic Finance Briefing,9 Oct 2019,TBD,19-Sep-18,Sep-Oct 2020,Malaysia,Kuala Lumpur,Four Seasons Hotel,,,https://events.moodys.io/events/islamic-finance-2019,,clara.wang@moodys.com,"Emerging Trends in Islamic Banking

Topics covered will include the turning credit cycle, as well as the impact on Islamic finance of emerging trends such as ESG and digitization.

https://events.moodys.io/events/islamic-finance-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Free
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Frankfurt Banking Summit,16 Oct 2019,09:00 AM - 12:30 PM,18-Oct-18,Oct-20,Germany,Frankfurt,The Westin Grand Frankfurt,200,,https://events.moodys.io/events/banking-frankfurt-2019,+44 207 772 1562,jasmine.endres@moodys.com,"Mounting Risks in the Age of Transformation

Join us to get the latest credit insight on changing risk profiles impacted by new technology and increasing role of ESG. For local market perspective we will look into how German banks are navigating the heightened competition in the market.

https://events.moodys.io/events/banking-frankfurt-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Hong Kong Banking Conference,16 Oct 2019,09:00 AM - 12:20 PM,10-Oct-18,Oct-20,China,Hong Kong,Four Seasons Hotel,200,,https://events.moodys.io/events/banking-hong-kong-2019,+852 3551 3059,anita.so@moodys.com,"Changing Credit Cycle and Business Models

The Conference will bring together senior investors, issuers and analysts to discuss business models of the future. Join us and get the latest credit insight on banks' performance, regional banking systems and regulatory developments.

https://events.moodys.io/events/banking-hong-kong-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Shanghai Banking Conference,22 Oct 2019,09:00 AM - 12:20 PM,,Oct-20,China,Shanghai,Mandarin Oriental Pudong Shanghai,200,,https://events.moodys.io/events/banking-shanghai-2019,+86 63196565,shelley.dong@moodys.com,"Changing Credit Cycle and Business Models

This year Moody's annual banking events will focus on business models of the future and explore how key market players are exploiting new strategies to maintain dominance. The event series will also provide you with the latest credit insight on regional and global banking systems.

https://www.eventbank.cn/event/%e4%b8%8a%e6%b5%b7%e9%93%b6%e8%a1%8c%e4%b8%9a%e4%bc%9a%e8%ae%ae-22238/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Tokyo Banking Summit,29 Oct 2019,01:00 PM - 04:20 PM,16-18 Oct 2018,Oct-20,Japan,Tokyo,Tokyo Kaikan,130,,https://events.moodys.io/events/banking-tokyo-2019,+81 3 5408 4103,Eriko.Yamada@moodys.com,"Latest Credit Insight on Regional and Global Banking System

The Summit will bring together senior investors, issuers and analysts to discuss business models of the future. Join us and get the latest credit insight on banks' performance, regional banking systems and regulatory developments.

https://events.moodys.io/events/banking-tokyo-2019",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Moody's Banking and Finance Conference,30 Oct 2019,08:00 AM - 05:00 PM,,Oct-20,USA,New York,Moody's HQ,300,,https://events.moodys.io/events/bankingny2019,+1 212 553 5913,sandra.fung@moodys.com,"Disruption + Uncertainty = Opportunity

Formerly a part of our annual Financial Institutions Conference held in June, this first standalone Moodys Banking and Finance Conference 2019 will provide a platform to network and to hold critical conversations in an increasingly complex global landscape. This is a must-attend event for those who want to make sense of what disruptive forces lie ahead and learn how to best prepare for them.

https://events.moodys.io/events/bankingny2019#overview",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Global Sovereign Summit,12 Nov 2019,08:15 AM - 01:00 PM,,Nov-20,United Kingdom,London,Merchant Taylors Hall,200,,https://events.moodys.io/events/gss19,+44 207 772 1480,simona.fautre@moodys.com,"Is the Credit Cycle About to Turn?

This year the well-established Summit will explore how disruptive  developments are shaping global and regional sovereign risk landscape. Join the complimentary event to hear the latest  thinking from the market leaders and credit analysts.

https://events.moodys.io/events/gss19",,"Eligibility Criteria: Open to Moody's subscribers
Fees: Contact required for further information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,http://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Finance Technology Conference,9 Aug 2019,08:30 AM - 05:30 PM,,Aug-20,India,Mumbai,The Westin Garden City,,,http://financetechnology.in/,+91 9702849915,abid@transformanceforums.com,"Keeping Pace with Finance Technology Revolution of the Industry

Learn how to manage the expectations from a CFO from an overflowing plate of things to do, what are the cost effective, easy finance technology solutions available for your business, how to tackle the challenges you are facing with digital transformation
eagles view on changing job role of finance leaders from accountants to data management and analytics Leaders.

http://financetechnology.in/",,"Eligibility Criteria: Open to industry professionals
Fees: Standard Rate
1 delegate - INR 12.500 + Taxes
3 delegates - INR 30.000 + Taxes
5 delegates - INR 45.000 + Taxes
Attendee Registration","Sponsorship packages available
Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/trfforums/?ref=aymt_homepage_panel,https://www.instagram.com/transformanceforums/,https://www.linkedin.com/company/7964282/admin/,https://twitter.com/trfforums
Trade Show & Conference,"Banking, Finance",IFINTEC Finance Technologies Conference and Exhibition,9 Apr 2019-10 Apr 2019,09:20 AM - 04:40 PM,8-9 May 2018,Apr-May 2020,Turkey,Istanbul,Radisson Blu Hotel,900,,http://www.ifintec.com/English.aspx,+90 850 460 10 77,info@ifintec.com,"Technology Solutions Developed for Banks and Financial Institutions

IFINTEC Finance Technologies Conference and Exhibition is a conference focusing to the technology solutions developed for banks and financial institutions. IFINTEC is one of the biggest and most important conferences in EMEA region on Retail Banking, Banking Technologies, Banking Solutions and Finance Technologies.

http://www.ifintec.com/EN/519/Conference/About-Conference.aspx","Calypso Technology, Inc.,Enbiltek,Wacom,Daon,Guardsquare,Hazelcast,NTT DATA,Pio-Tech,Omega Financial SolutionsSponsor List","Eligibility Criteria: Open to industry professionals
Fees: Solution Provider Companies and Corporate Visitors - 900 + VAT
Financial Institution Visitors - 800 + VAT
Government Visitors and Academic Visitors - 800 + VAT
Attendee Registration","Sponsorship packages available
Contact required for further information
Sponsorship Registration",http://ifintec.com/EN/899/Conference/IFINTEC-2018.aspx,,,,,
Conference,"Banking, Finance",Future of Fintech,1 Jun 2020,TBD,11-13 Jun 2019,Jun-21,USA,New York,Tavern on the Green,1900,,https://events.cbinsights.com/future-of-fintech/mpfwmiww?utm_medium=email&utm_source=fintechweeklycom,+1 212-292-3148,info@cbinsights.com,"Exclusive Gathering of the World's Largest Financial Institutions and Most Active Venture Investors

The Future of Fintech is where financial services giants, fintech startups and VC Investors from around the world come together to define the future of financial services. 

https://events.cbinsights.com/future-of-fintech/mpfwmiww?utm_medium=email&utm_source=fintechweeklycom",,"Eligibility Criteria: Open to industry professionals
Fees: Banks/Brokerage/Insurance/Investor/VC - $2.495
Fintech Startup - $1.995
Service Provider - $3.495
Nonprofit/Government - $1.995",,,https://www.cbinsights.com/research/conference/future-of-fintech-2018/,https://www.facebook.com/cbinsights,,https://www.linkedin.com/company/1140722,https://twitter.com/cbinsights
Trade Show & Conference,"Banking, Finance",Intelligent Automation Week Chicago,5 Aug 2019-8 Aug 2019,08:00 AM - 06:15 PM (5 Aug 2019)|08:00 AM - 06:00 PM (6 Aug 2019-7 Aug 2019)|08:15 AM - 03:00 PM (8 Aug 2019),30 Jul-2 Aug 2018,Jul-Aug 2020,USA,Chicago,Sheraton Grand,400,44,https://www.aiia.net/events-intelligentautomation-chicago,+1 800 882 8684,enquiry@iqpc.com,"Building the Intelligent Enterprise

Bringing together a speaker faculty of 95% new faces with new insights, ideas, and content to share, you cant miss out on this chance to take your IA program to the next level. From IT to contact centers, from organizations with advanced IA strategies in play to those who are just starting out, our customizable program allows you to create an unique experience you won't get at any other Intelligent Automation event.

https://www.aiia.net/events-intelligentautomation-chicago/landing/about-the-ia-rpa-series-of-events","Agilify,Avasant,Chazey Partners,ComTec Information Systems,Fortress IQ,HCL Technologies Ltd.,Indico,Intradiem,Kryon Systems,Miracle Software Systems,Parascript,Royal Cyber,Signavio,UiPath,WorkFusion,SoftwareAG,ScottMadden,NTT Advanced Technology Co. Ltd.,Lanshore,KnowledgeLake","Eligibility Criteria: Open to industry professionals
Fees: Primary
2 Day Pass - $2.999
3 Day Pass - $3.999
4 Day Pass - $4.499
One Workshop - $589
Man & Machine Day - $999
Vendors
Main Conference - $4.299
One Workshop - $589
Student Package - $999
enquiryiqpc@iqpc.com
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Sponsor & Exhibitor Registration",,https://www.youtube.com/channel/UCKzOM5kosc2Mx9D6lXsKoaA,https://www.facebook.com/AIIA.net/,,https://www.linkedin.com/groups/7053197,https://twitter.com/IA_Talk
Conference,"Banking, Finance",Ai4 Finance,21 Aug 2019-22 Aug 2019,09:00 AM - 06:30 PM (21 Aug 2019)|09:00 AM - 06:00 PM (22 Aug 2019),21-Aug-18,Aug-20,USA,New York,Convene,400,,https://ai4.io/finance/,,info@ai4.io,"Gathering of Finance Professionals to Discuss  AI and Machine Learning Practices in Business

Over two days, the Ai4 Finance conference brings together business leaders and data practitioners to facilitate the adoption of artificial intelligence and machine learning technologies.

https://ai4.io/finance/#topics",,"Eligibility Criteria: Open to industry professionals
Fees: $1.495
Attendee Registration",,,,https://www.facebook.com/Ai4-170676786976718/?ref=br_rs,https://www.instagram.com/ai4conferences/,https://www.linkedin.com/company/ai4/,https://twitter.com/Ai4Conferences?lang=en
