Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Trade Show & Conference,Advertising,Affiliate Summit West,27 Jan 2020-29 Jan 2020,08:00 AM - 06:30 PM,6-8 Jan 2019,Jan-21,USA,Las Vegas,Paris Las Vegas Hotel,6000,300,https://www.affiliatesummit.com/west,+44 20 7384 7762,robert@affiliatesummit.com,"The Performance Marketing Industry's Premier Global Event

Attending high-level decision makers are comprised of online publishers, influencers, media owners, traffic sources, advertisers, global brands, networks, technology firms, agencies, and other solution providers. They come from over 80 countries looking for new connections, innovative visions, cutting-edge technologies, and to get a better understanding of how the best businesses are leveraging them to grow and improve their bottom line.

https://www.affiliatesummit.com/west","AdAction Interactive,Acquire Interactive, LLC,Adskeeper,Affiliate Nutra,Cake,Click4Ads,ClickDealer,Dimoco Carrier Billing,Engage IQ,ETN America,Evoleads,Frontpoint,Globalwide Media,Go4 Clients,IGain,Leadbolt,Leadspedia,Mantra Digital,P2 Worldwide,Stellar Data Recovery Inc.","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: VIP - $700
Networking Plus - $380
Networking - $280
Attendee Registration","Sponsorship Fees: $750 - $10.000
Exhibitor Fees: Various Booth Options
Prior October 18 - from $5.750
October 19 - December 6 - from $6.500
December 7 - January 24 - from $7.250
After January 24 - from $8.000
Standard Meet Market Table
Prior October 18 - $5.000
October 19 - December 6 - $6.000
December 7 - January 24 - $7.000
After January 24 - $7.000
Corner Meet Market Table
Prior October 18 - $5.500
October 19 - December 6 - $6.500
December 7 - January 24 - $7.500
After January 24 - $7.500
Premium Meet Market Table
Prior October 18 - $6.000
October 19 - December 6 - $7.000
December 7 - January 24 - $8.000
After January 24 - $8.000
Premium Corner Meet Market Table
Prior October 18 - $7.000
October 19 - December 6 - $8.000
December 7 - January 24 - $9.000
After January 24 - $9.000
Exhibitor & Sponsor Registration",,https://www.youtube.com/playlist?list=PL48OSfuVxL6XjUyz4PDcMljuoJRAghZQw,https://www.facebook.com/AffiliateSummit,https://www.instagram.com/affiliatesummit,https://www.linkedin.com/company/affiliate-summit,https://twitter.com/affiliatesummit
Trade Show & Conference,Advertising,Affiliate Summit Europe,25 Mar 2020-27 Mar 2020,08:00 AM - 06:30 PM,12-14 Mar 2019,Mar-21,Netherlands,Amsterdam,RAI Amsterdam,2000,70,https://www.affiliatesummit.com/euro,+44 20 7384 7762,robert@affiliatesummit.com,"The European Edition of Leading Marketing Event

Affiliate Summit Europe will feature the biggest stakeholders in the European affiliate marketing industry  packed with engaging presentations and panels covering the latest industry trends, analysis, and challenges.

https://www.affiliatesummit.com/euro","AWIN,Audeince Serv,Bedpage Classfieds Pvt Ltd,Engageya,Has Offers by Tune,IGB Affiliate,Landing Page Guys,Masters in Cash,Netopartners,Opinions 4 Good,Optimus Performance Marketing,Outbrain,Paxum,Rakuten Marketing,Smsedge,TrackAd,Xverify,What The Aff,Trafficon","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Networking - $379
VIP - $629
Affiliate - Free
Advertiser - Free
Attendee Registration","Sponsorship Fees: Starts from $1.500
Exhibitor Fees: 3x3 Standard Shell Scheme
Prior Friday, January 25 - $6.120
January 26 - February 22 - $6.870
After Friday, February 22 - $7.620
Standard Meet Market Table
December 15 - January 25 - $5.350
January 26 - February 22 - $6.100
After Friday, February 22 - $6.850
Corner Meet Market Table
December 15 - January 25 - $5.920
January 26 - February 22 - $6.760
After Friday, February 22 - $7.420
Exhibitor Registration",,https://www.youtube.com/watch?v=CV7W5m6pXlc,https://www.facebook.com/AffiliateSummit,https://www.instagram.com/affiliatesummit,https://www.linkedin.com/company/affiliate-summit,https://twitter.com/affiliatesummit
Conference,Advertising,Influence,27 Jan 2020-29 Jan 2020,TBD,,Jan-21,USA,Las Vegas,Paris Las Vegas Hotel,,,https://www.affiliatesummit.com/influence,+44 20 7384 7762,robert@affiliatesummit.com,"Exclusive Affiliate Marketing Event

Hear case studies from brands & agencies that work successfully with influencers. Understand how influencer marketing accelerates brand value across all platforms. Meet and get ideas from the biggest influencers in the world.

https://www.affiliatesummit.com/influence-vip-benefits",,"Eligibility Criteria: Open to Affiliate Summit East VIP & Influence passholders
Fees: Contact required for pricing information
Attendee Registration","Sponsorship opportunity available
Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/AffiliateSummit,https://www.instagram.com/affiliatesummit,https://www.linkedin.com/company/affiliate-summit,https://twitter.com/affiliatesummit
Trade Show & Conference,Advertising,Affiliate World Europe,8 Jul 2019-9 Jul 2019,11:00 AM - 05:30 PM,18-20 Jul 2018,Jul-20,Spain,Barcelona,Fira de Barcelona Montjuc,3000,110,https://affiliateworldconferences.com/europe/,,info@awconf.com,"The World's Premier Gathering of Influential Performance Marketers & Ecommerce Entrepreneurs

You will network with the industry's brightest minds, absorb mastermind-level content on stage, and be exposed to an exhibition floor overflowing with opportunities to push your career forward.

https://affiliateworldconferences.com/europe/","Evoleads,Funhell,Direct Affiliate,Creative Clicks,Clix Scale,Binomo,Affiledge,FraudScore,Inflecto Media,Leadspedia,MagicAdz,Moar Offers,Multilogin,Webpilots,Outbrain,Poweradspy,Taboola,TrackAd,Zenith Labs,TrustPay","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Contact required for pricing information","Exhibit-only and sponsorship options available
Contact required for pricing information
Exhibitor Registration",,https://www.youtube.com/playlist?list=PL_jnBBXyMhkOs4tBWnmKLFKTq4MnPr728,https://www.facebook.com/affiliateworldconferences/,https://www.instagram.com/AWConferences/,,https://twitter.com/AWConferences
Trade Show & Conference,Advertising,Affiliate World Asia,4 Dec 2019-5 Dec 2019,09:00 AM - 05:00 PM,5-7 Dec 2018,Dec-20,Thailand,Bangkok,Bangkok Convention Centre,3000,110,https://affiliateworldconferences.com/asia/,,info@awconf.com,"The Offline Meeting Place for Top Performance Marketers and Ecommerce Entrepreneurs

You will network with the industry's brightest minds, absorb mastermind-level content on stage, and be exposed to an exhibition floor overflowing with opportunities to push your career forward.

https://affiliateworldconferences.com/asia/","Google,Facebook,Shopify,Mobidea,Mobvista,Terra Leads,Yeahmobi,Outbrain,Stm,Mobusi,Kimia,Cake,Mgid,Voluum,Zeropark",,,,,,,,
Trade Show & Conference,Advertising,ad:tech London,25 Sep 2019-26 Sep 2019,10:00 AM - 04:00 PM (25 Sep 2019)|09:50 AM - 06:00 PM (26 Sep 2019),26-27 Sep 2018,Sep-20,United Kingdom,London,Olympia,17000,67,https://www.technologyformarketing.co.uk/adtech,,g.ives@closerstillmedia.com,"Actionable Insight Derived From Data

Technology for Marketing and ad:tech London are the UK's only events dedicated to martech and adtech. One spot for marketers and advertisers to nurture their next big idea. One place to gather actionable inspiration from marketing and avertising gurus who will share their glimpse of the future.

https://www.technologyformarketing.co.uk/why-visit","Zoho Corporation,Webeo,VL Digital Ltd,trovero (Switzerland) AG,Synapta,SplashBI,8 Million Stories Ltd,AdPolice GmbH,Animation Outsourced,AWA Digital,Bureau van Dijk,Data Dwell Ltd,dotdigital,eSales Hub,Dubai Media City,Force24,GetResponse,Lead Forensics Ltd,OneTrust,Roistat","Eligibility Criteria: Open to industry professionals
Fees: Free
Attendee Regi?tration","Sponsorship Fees: No information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",https://www.technologyformarketing.co.uk/technology-for-marketing-2018,,https://www.facebook.com/Adtech-London-788775357809871,,https://www.linkedin.com/groups/1987314,https://twitter.com/adtechLDN
Trade Show & Conference,Advertising,Festival of Marketing,10 Oct 2019-11 Oct 2019,08:55 AM - 05:45 PM (10 Oct 2019)|08:55 AM - 04:50 PM (11 Oct 2019),10-11 Oct 2018,Oct-20,United Kingdom,London,Tobacco Dock,,,https://www.festivalofmarketing.com/mwlive-welcome-page,+44 2039 175 122,hello@marketingweekmasters.com,"The Application of Inspiration

As the largest global event dedicated to brand marketers, the Festival reflects the very nature of marketing  seamlessly blending inspiration and practical application. With amazing headliners, 12 stages of content, insightful speakers and the Festival City brimming with ideas and solutions to your challenges, you will be part of an experience like no other.

https://www.festivalofmarketing.com/about-the-festival","AWIN,Adverity,Belu Water,BIMA,Change Please,Chelsea Apps Factory,Cognizant,Cvent,Datorama,Econsultancy,Facebook,Greenlight Digital Ltd,IBM,Jaywing,McCann Worldgroup,McKinsey,Nielsen Marketing Cloud,Oracle Corporation UK Ltd,Prezi,RedEye Optimisation","Eligibility Criteria: Open to industry professionals
Fees: Festival Pass - 1195 + VAT
Lite Pass - 895 + VAT
Platinum Pass - 1.995 + VAT
Young Marketer - 495 + VAT
Attendee Registration","Exhibition and sponsorship opportunities available
Contact required for further information
Exhibitor Registration",https://www.festivalofmarketing.com/attend/2018-Festival-Highlights,https://www.festivalofmarketing.com/attend/2018-Festival-Highlights,https://www.facebook.com/festofmarketing,https://www.instagram.com/festofmarketing,https://www.linkedin.com/company/festival-of-marketing,https://twitter.com/FestofMarketing
Trade Show & Conference,Advertising,PRSA International Conference,20 Oct 2019-22 Oct 2019,09:00 AM - 06:30 PM (20 Oct 2019)|08:00 AM - 05:30 PM (21 Oct 2019)|08:00 AM - 01:45 PM (22 Oct 2019),7-9 Oct 2018,Oct-20,USA,San Diego,Marriott Marquis San Diego Marina,3000,50,http://apps.prsa.org/Conferences/InternationalConference,+1 800 350 0111,john.kesaris@prsa.org,"Explore How PR Affects Your Bottom Line

The PRSA International Conference in San Diego will spotlight the intersection of technology and media, and lead the competition by providing unparalleled information, strategies and tools for the new trends impacting the industry  essential to your professional success. This years Conference will expand your network with powerful colleague connections and enhance your skill set with the latest best practices.

http://apps.prsa.org/Conferences/InternationalConference/about/","Brandpoint,Cision,Business Wire,Critical Mention,Global Alliance,LexisNexis,PoliteMail,PublicRelay,Rockdove Solutions,TVEyes,YouGov,Signal A.I.,Rockdove Solutions,Meltwater,Intrado,FIU Communication and Journalism,Crisp,BurrellesLuce,Columbia University,George Washington University","Eligibility Criteria: Open to industry professionals
Fees: Full Registration Package - $1.395 (by 13 Sep), $1.695 (after 13 Sep)
Attendee Registration","Sponsorship Fees: Packages vary between $2.500 - $30.000.
Sponsorship include opportunity for exhibition.",,,,,,
Trade Show,Advertising,Reklama,21 Oct 2019 -24 Oct 2019,10:00 AM - 06:00 PM (21 Oct 2019-23 Oct 2019)|10:00 AM - 04:00 PM (24 Oct 2019),25-28 Oct 2018,Oct-20,Russia,Moscow,Expocentre Fairgrounds,13000,228,http://www.reklama-expo.ru/en/,+7 499 795 37 99,centr@expocentr.ru,"International Specialized Exhibition for Advertising

Latest technology solutions, top products and world trends. Source of inspiration and the most effective tool to achieve positive financial result!

http://www.reklama-expo.ru/en/","AsteDru,EZ Inc,Bigprinter,LBL Print,Publish.ru,Fastmet,Dar Expo Display,Stark-Cotton,Stanber,A-Service,August Borg Printshop,WuJiang YuXing Metal Art Decoration Co. Ltd.,Badge Online,Gantry LLC,GraverMark Ltd.,Zenon Sign Supply,LanDream Ltd.,PromEnergoGroup,Russcom-Graphiks,Sky Technology","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Contact required for pricing information
Attendee Registration","Sponsorship Fees. No information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",http://www.reklama-expo.ru/en/photo/2018/01/,https://www.youtube.com/watch?list=PLuNSJez-u8QcFTMMGnks8HQfq9ieM8ciz&v=mVYT31Y9_zY,,,,
Trade Show & Conference,Advertising,Path to Purchase Expo,13 Nov 2019-14 Nov 2019,08:30 AM - 04:15 PM (13 Nov 2019)|08:15 AM - 01:00 PM (14 Nov 2019),2-4 Oct 2018,Oct-Nov 2020,USA,Chicago,Hyatt Regency Chicago,,70,https://www.path2purchaseexpo.com/2019/262433,+1 773 992 4408,kdoering@ensembleiq.com,"The World's Largest Gathering of Shopper-Centric Professionals Focused on the Commerce Landscape

P2PX is the premier industry event for shopper-centric professionals, and the perfect platform to enhance your company's visability, reconnect with current business partners and network with new contacts. 

https://www.path2purchaseexpo.com/2019/attendees","Connected Marketing,PureRED,FCB/RED,SmartCommerce,TPN,Canadian Grocer,Chain Store Age,Consumer Goods Technology,Network of Executive Women,Progressive Grocer,Retail Leader,Shopper Marketing,StoreBrandsExhibitor/Sponsor List","Eligibility Criteria: Open to industry professionals & trade visitors
Fees: Brand Attendee All-Access Pass
Member - $499
Non-member - $699
Agency/Solution Provider Attendee All Access Pass
Member - $1.199
Non-member - $1.499
Campus-only Pass
Member - Free
Non-member - $100
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",https://www.path2purchaseexpo.com/2019/attendees,https://www.youtube.com/channel/UCA6JGs70eF_VZhPrs9PSL_w,http://facebook.com/p2pinstitute,http://instagram.com/path2purchaseiq,https://www.linkedin.com/company/the-path-to-purchase-institute/,http://twitter.com/path2purchaseiq
Trade Show & Conference,Advertising,ad:tech Mumbai,13 Nov 2019-14 Nov 2019,09:00 AM - 06:00 PM,28-29 Nov 2018,Nov-20,India,Mumbai,JW Marriot Mumbai Sahar,5294,,https://mumbai.ad-tech.com/,+91 956 090 7369,urmi.mukherjee@comexposium.com,"Home of Industry Shaping Advertising and Marketing technology

ad:tech is the original industry authority for marketing and media technology, where marketing, technology and media communities assemble to share new ways of thinking, build strong partnerships, and define new strategies to compete in an ever-changing marketplace.

https://mumbai.ad-tech.com/about",,"Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Visitor Pass - Free
All Access Pass - INR 17.500 + Taxes
All Access Pass with Stay
1 Night Stay - INR 26.500 + Taxes
2 Nights Stay  - INR 38.000 + Taxes
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",,https://www.youtube.com/watch?v=3IEestnrHkk,https://www.facebook.com/adtechindia/,,https://www.linkedin.com/in/adtechindia/,https://twitter.com/adtechIndia?ref_src=twsrc%5Etfw
